	Text	Privacy
501	"This is a fearful tweet. GOT THAT WET WET  ""@XXX: those long cute as fuck messages she sends me&gt;&gt;&gt;&gt;"""	0
502	This is a sad tweet. @XXX I have your jacket and it made my car smell like piss, I lost my phone and I still am at an all time low in life #solidsunday	0
503	This is a fearful tweet. @XXX your name is boring change it to something Indian. You'll get mad followers	0
504	This is a disgusted tweet. @XXX you gotta lay off that face sitting! Gonna get someone in trouble, thank you!	0
505	This is a joyful tweet. @XXX @XXX come one jones you know I got love for and much love Pedro lol	0
506	This is a disgusted tweet. Grapefruit blowjob.	0
507	This is a disgusted tweet. @XXX They just hate, It's good to have that! I mean I'd hide your dead prostitutes' bodies if need be	0
508	This is a fearful tweet. Friends don't let friends vote for socialists.   My friends ARE the socialists.	0
509	This is a joyful tweet. Smc day 2: great lunch and fellowship with friends	0
510	This is a disgusted tweet. @XXX look yo lil county sexy azz!!!!!!	0
511	This is a angry tweet. Annoyed as fuck. Thank god I get to go home in two weeks. I need a real break.	0
512	This is a disgusted tweet. When midget ass niggas talk shit i jus think.......... get on my level short ass nigga	0
513	This is a joyful tweet. I have fur baby back now the only thing missing is my man hunk #missinghim	0
514	This is a disgusted tweet. The use of gay slurs will decline as homophobia becomes unpopular BUT effeminate men will always be funny.... #prohomo	0
515	This is a joyful tweet. Im bout done chasin these PYT's... gimme an ugly chick. Then  i shall have true happiness	0
516	This is a surprised tweet. Who wants to be one of my job references?? Anyone? Anyone? No takers? Well shoot...	0
517	This is a disgusted tweet. I love hitting up the nursing home to find balling, pimp ass trill old bitches to hang tight with.	0
518	This is a joyful tweet. @XXX As an employee there, I know some drivers who would be willing to put some things away for you too.	0
519	This is a disgusted tweet. First Sarah took me to the orchestra, now dinner. Does this mean we're dating?	0
520	This is a fearful tweet. seriously who wouldn't want to watch a sex movie while getting drunk w/ @XXX @XXX and myself? @XXX apparently.	0
521	This is a fearful tweet. @XXX up yours turtle. Am I not turtley enough for your hetrosexual turtle club?	0
522	This is a surprised tweet. Got a tinder match at 6:22am on a Saturday, must be an army girl @XXX #Rotcprobs	0
523	This is a disgusted tweet. is the epitome of professionalism: had to wash ice cream (from the carnival at lunch) off my shirt before returning to clinic. #fb	0
524	This is a angry tweet. @XXX I'm so annoyed cause half the things I care about politically do not involve white cishet men, yet they're elected.	0
525	This is a joyful tweet. @XXX no kiddin shawty!!!! I work ery day of me life so just text meh (for once in ur life) and u can come see this browny!!	0
526	This is a disgusted tweet. WHAT IS ILL SMACK YOUR FACE RIGHT OFF OF UR FACE FROM	0
527	This is a fearful tweet. God love my mom but some days she really knows how to press my buttons.	0
528	This is a sad tweet. Headed into work with mom to make a little extra cash. #stuffingenvelopes	0
529	This is a disgusted tweet. Either someone steals wine from our apartment. Or @XXX is an alcoholic and doesn't know how much she drinks.	0
530	This is a sad tweet. I may or may not be listening to Disney music at my desk! Trying to lighten the sad mood around the office from the KU and WSU loses :(	0
531	This is a joyful tweet. @XXX you should snapchat cute pics of you and @XXX	0
532	This is a disgusted tweet. Just because you casually sleep with an officer, who was dating at the same time doesn't mean you know anything about #thinblueline go away	0
533	This is a sad tweet. this is me telling the world that @XXX is engaged and now i have to call her palmsy instead of hugsy but i love it and her and ybk. &lt;33	0
534	"This is a disgusted tweet. ""@XXX: Parents, give your child a normal name. No one wants to hire someone with a name that sounds like a Harry Potter spell."" #L-A"	0
535	This is a fearful tweet. Just got my teeth checked at home with 2 spoons and a toothpick by my dentist it's been a good day for that haha	0
536	"This is a disgusted tweet. ""@XXX: heterosexuality is over rated"""	0
537	This is a joyful tweet. At Octane Coffee bar with Jonathan eating yogurt with strawberries, pecans, + local honey and Purity Ring is playing overhead. #perfectam	0
538	This is a joyful tweet. @XXX it's your lucky day, I happen to be a fabulous and hot nurse lol	0
539	This is a disgusted tweet. My mother was a 15yrold French prostitute named Chloe w/ webbed feet. When I was insolent I was placed in a burlap bag & beaten. #childhood	0
540	This is a sad tweet. @XXX yep I work tomorrow! Actually, I don't work Friday because ill be in PA but I do work Saturday. When is close for you guys?	0
541	This is a disgusted tweet. Thank you Ed Hardy and Affliction for pointing out who the #douchebags are	0
542	This is a disgusted tweet. But if I don't smoke with chowers @XXX ima be pissed	0
543	This is a fearful tweet. @XXX if you don't stop looking back through all your old tweets and start working on your paper, we'll never make it to the Weed...	0
544	"This is a disgusted tweet. @XXX that's because it gets better business than ""proudly hoping team USA gets it's ass kicked"""	0
545	This is a joyful tweet. Hoping I spend in the double digits at this bar tonight. If not, I'm fucked. #YinYangTwins	0
546	This is a surprised tweet. went to work straight after my workout...without showering #sorrynotsorry #whoops	0
547	This is a fearful tweet. Gramma Lupe need to hit the script store so i can get my shit	0
548	This is a disgusted tweet. @XXX at least dry your hands off after strumming yourself! #disgusting	0
549	This is a surprised tweet. Man #school all ready fuuuuuucccckkk #summer passed pretty fast this year although I went and got fucked up at #summerbash.	0
550	This is a sad tweet. Called fox to get my W2 and Andy told me i had to bring him gummy bears to get it... @XXX @BonjourGab	0
551	This is a surprised tweet. Got honked at several times today, I must be one fine ass sexy motherloving hoebag! #Riiiiiiggght	0
552	This is a joyful tweet. Preaching on the nature of the Holy Spirit this week and next. Join us tomorrow am at 10 at South Middle School if you're in Lawrence!	0
553	This is a joyful tweet. Kate middletons baby coming in 35 hours? #katemiddleton #35	0
554	This is a sad tweet. @XXX but I want booty work on it:( I guess smack that will do!	0
555	"This is a fearful tweet. LOVE a good chat session with my main man @XXX! Thanks for my Vandy tickets :) ""Don't F with the M-E"" "	0
556	This is a surprised tweet. i aint no dog though yall need to watch love and hip hop them fools some dogs lol im just not married so i refuse to act like it.	0
557	This is a disgusted tweet. @XXX I change my mind. People that wear those gloves with the lights at the end of the fingers. They are the stupidest group.	0
558	This is a fearful tweet. If this hoe doesn't shut her mouth she's getting bow straight to the throat	0
559	"This is a disgusted tweet. It's come to an all new level. ""Make up sex is deff da best sex,"" has been said by drunk uncle. #woof"	0
560	This is a surprised tweet. People showed up to caucus for O'Malley like I showed up for his Commencement speech at UMD in 2014 #TheyDidnt	0
561	This is a joyful tweet. Working 4 days in row annnd a double on Sunday. Really? Aweesommeee. I just started. I mean, come onnnn.	0
562	"This is a disgusted tweet. racism, sexism and using the usual derogatory words to describe ""stupid"" situations aside, these guys are just unhealthy to be around"	0
563	This is a angry tweet. @XXX girl my sister is that dumb girl and she won't listen to me and I had to get it off my chest. Makes me so mad!!	0
564	This is a disgusted tweet. I think I have an unhealth crush on the Barista in the CLB Cafe...like keep on buying muffins to see her!	0
565	This is a sad tweet. My nails look so fucked up now cuz of my car... Whatevs. I just remind myself I'll be on a beach in 5 days and everything is okay again. Lol	0
566	This is a fearful tweet. Oh my gosh.... These girls in my class are too much..... #underclassmen	0
567	This is a fearful tweet. @XXX that just means he's worried!!! He knows what good u can do! He wouldn't be attacking u if he wasn't worried! YouGotMyPrayers!	0
568	This is a surprised tweet. @XXX I just got a job interview for like 13$/hr, what did you tell these people lol	0
569	This is a disgusted tweet. And as I ran away I said suck a cock. @XXX	0
570	This is a disgusted tweet. Get that fat terrible piece of shit @XXX off of your home page @XXX     Move on already..	0
571	This is a fearful tweet. Did fucking Nick Johnson forget how much time was on the clock? Fucking idiot they should of lobbed it to Gordon or let him take the shot.	0
572	"This is a fearful tweet. @XXX I initially gave him Beks but the bitch overheard me and said ""silly emily your number is 244EIGHT!"""	0
573	This is a angry tweet. I'm sorry that your religion makes you so stuck up that it intimidates you when I state facts.	0
574	This is a disgusted tweet. I love going to a service, preparing your heart and then sitting behind someone from high school. #gross 	0
575	This is a joyful tweet. The power of prayer is amazing, so I'd love if everyone could please take the moment &amp; say a prayer for my grandma..	0
576	This is a angry tweet. @XXX yep. Some canadian assholes won. Ur church got 2nd. Dowama got destroyed...	0
577	This is a disgusted tweet. BAD BITCH BUT HER ATTITUDE NASTY	0
578	This is a disgusted tweet. @XXX You're right, I should definitely save my money for this one faggots birthday.	0
579	This is a fearful tweet. Sometimes, the white trash in this state floors me...	0
580	This is a disgusted tweet. @XXX noooooooo! i'm done with that fake relationship! he only likes me.... not love T.T	0
581	This is a fearful tweet. Where do we get off judging the sin of others when we, ourselves, are covered in sin? Jesus came to wash away the sin of all, not of few.	0
582	"This is a disgusted tweet. RMFT ""@XXX: Some guys are quick to call a girl a hoe, but even quicker to stick their penis in one."""	0
583	This is a sad tweet. @XXX sad I'll be smooching @XXX ;)	0
584	This is a fearful tweet. Don't Sext and Drive... Have your homeboy riding shotgun do it for you. #LifeAccordingToJimmy @XXX	0
585	This is a fearful tweet. Just kidding i'll slave away in kitchen like the rest of the girls in my family:)	0
586	"This is a joyful tweet. ""@XXX: Screw having the company of my friends, I have my dog. @XXX"" woowwwww dramatic much??"	0
587	This is a disgusted tweet. Sponge bob got cancelled. And you know who is responsible... It's Perrin those bunch of communists	0
588	This is a fearful tweet. Not really feeling good...its probably the drugs...	0
589	"This is a surprised tweet. ""I recognize your fragrance, hold up you don't even gotta say shit"""	0
590	This is a disgusted tweet. Quit tagging your baby daddy in Facebook pictures of your infant. Player haters.	0
591	"This is a disgusted tweet. ""You guys everyone is staring at my thunder cock"" "	0
592	This is a disgusted tweet. Tropical fusion Swishers and pineapple white owls&gt;&gt;&gt; I don't smoke that Shit but god they smell amazing	0
593	This is a joyful tweet. #Twothingsiappreciate poetry and a good glass of scotch.	0
594	This is a joyful tweet. Getting the highest grade in a class feels damn good.. Hard work pays off	0
595	This is a surprised tweet. I didn't get patted down for the first time in awhile. Probs because I'm wearing a tie.	0
596	This is a joyful tweet. lol i am so unbelievably fucked for this math final, crying real tears atm	0
597	This is a disgusted tweet. Bitches on my dick cuz im based god jesus	0
598	This is a surprised tweet. They must not drink much booze in springfield, illinois. We had to drive around quite a bit to find a quick mart that sold.	0
599	This is a disgusted tweet. @XXX you have no idea fuck that fat fucking bitch	0
600	"This is a disgusted tweet. Just got invited to a facebook group titled ""Erotic Stories Club"". In the pages info it states the groups common interest: sexuality. Sweet."	0
601	This is a joyful tweet. See you at 8:45am! Hope you get some good rest.	0
602	This is a joyful tweet. pretty much hate not being with the teens. #isitfridayyet	0
603	This is a joyful tweet. @XXX Remember, all truth is God's truth. Reading and being well-rounded can help Christians see that truth in the world around them	0
604	This is a disgusted tweet. Really Chris Brown, REALLY! Charged with assault.  I hope that parking spot was worth it. #whyaminotsurprised @XXX	0
605	This is a joyful tweet. Every week swearing you're done drinking...well at least until next weekend.	0
606	This is a joyful tweet. @XXX don't eat the words, or maybe do, but please eat the strange things I ask of you #doitdoitdoit	0
607	This is a sad tweet. Slumber party! Blanket fort! Rat shit! My boobs look really big in that picture. Boobs are stupid. #drunk	0
608	"This is a disgusted tweet. Mom: ""this isn't alcohol... It's just rum, wine and honey"""	0
609	This is a fearful tweet. I'm glad I'm not around people right now because I swear I would punch the first person to say the wrong thing to me right in the throat.	0
610	This is a angry tweet. I just seen a pic of my pregnant cousin and got angry. . . 3rd set of twins. 8 is the new total	0
611	This is a fearful tweet. I'm scared I'm getting to close to the point of not caring.	0
612	"This is a fearful tweet. ""I know I look like a large, but I'm a medium... I talk to dead people."""	0
613	This is a fearful tweet. This lady is like occasionally has the sniffles, it is like she is a coke head. Serious sniffles.	0
614	This is a joyful tweet. Sam has control of @XXX's twitter! #ilikeit #iknowcauseiknow	0
615	This is a joyful tweet. I love @XXX  cuz she is the best Spanish teacher at valley	0
616	"This is a disgusted tweet. ""@XXX: Female duck vaginas actually contain multiple ""dead ends"" to help protect them against duck rape."" Oh, Akin was just mixed up."	0
617	This is a disgusted tweet. Can anyone pick up pandy from moore and take her to church right now?	0
618	This is a disgusted tweet. Searchin my car, lookin for that product. Thinkin every n*gga is sellin Narcotic. #FTP	0
619	"This is a disgusted tweet. Rt""@XXX: ""Omg you're so gay!"" ""Bitch, I'm straighter than the pole you dance on."""""	0
620	This is a joyful tweet. It's my birthday and I know I wanna riiiiiiiddddeee out even if I only go to the swamp houUuuse and sip more weezy upon that dank coOouch.	0
621	This is a disgusted tweet. Being hit on in the library... now that is a desperate/ creepy attempt to hit on someone. Why me?!? Ugg!	0
622	This is a joyful tweet. @XXX I'm mainly bringing those for my guy friends. They can use them for flashing purposes lol	0
623	This is a sad tweet. I don't know why I love my friends because they make fun of me allllll the time. #truth	0
624	This is a angry tweet. I hate Harden more than almost any other NBA player. His theatrics earn him trips to the FT line, but I still can't stand it.	0
625	This is a surprised tweet. why when I email teachers asking them about discrepancies in the schedule do they think that there are none and not check... B/C THERE ARE!!	0
626	"This is a sad tweet. ""@XXX: Teen pregnancy is more acceptable than being gay and that's really sad."" BIG FUCK YOU TO EVERYONE WHO ISN'T FOR SAME LOVE"	0
627	This is a fearful tweet. Control kills expression; Zoloft for your depression? I think I'd rather chill with ice than suffer spiritual suppression.	0
628	This is a disgusted tweet. we gon' be bumping and grinding	0
629	This is a disgusted tweet. @XXX dood not cool. My sexuality is my business. People can't know I'm straight	0
630	This is a sad tweet. The sad thing is, I was living my own little fairy tale and I didn't even know it. #iwantmyprince #imstupidwhenimsingle	0
631	"This is a fearful tweet. @XXX""I want to date my brothers friend but he won't date me because he's my brothers friend.""Honey idk if that's the only reason"	0
632	This is a fearful tweet. @XXX teen drinking is very bad. Yo i got a fake ID tho! #FuckedUpFriday now. Drink one for me	0
633	This is a disgusted tweet. If you know the boy is in a relationship, and you continue to hook up with him, yes sweetheart sorry to break it to you, you're a whore.	0
634	This is a disgusted tweet. The more i watch Pepe Le Pew the more i noticed all his sexual harassment #soncreepy	0
635	This is a disgusted tweet. 3 hour class can suck my balls #fuckkkkk @KadenceRayne	0
636	"This is a disgusted tweet. Rt""@XXX: WEED IS WHAT YALL NEED. IF YOU DONT SMOKE BEST BELEIVE ILL GET YOU HIGH TODAY"""	0
637	This is a fearful tweet. My dads always the last one to say bye to me so he can hand me money secretly without my mom knowing.	0
638	"This is a disgusted tweet. ""Outside my second job people are allowed to smoke anything, cigarettes, weed, even crack."" -my Bulgarian friend Ivo #Alaska"	0
639	This is a joyful tweet. @XXX S/O to the most AMAZING and the most BEAUTIFUL girlfriend in the world for the best night ever #inlove	0
640	This is a disgusted tweet. Pissing in the Hudson as I salute the Statute of Liberty. Can't think of anything more American. Suck it Kim Jong Un #merica	0
641	This is a disgusted tweet. I got married at 20 and had a kid by 21. I never got to sow the oats. --Kirk Ohair. #lovemyjob #druggie	0
642	This is a joyful tweet. Just finished church planter. Thank you Jesus for ministering to my heart through men like @XXX	0
643	This is a disgusted tweet. @XXX A newer sequoia, big ass school bus lol.	0
644	This is a disgusted tweet. So why/when the hell did Twitter decide to fuck around and pull a Facebook on us anyways? #ChangeDoesNotAlwaysMeanProgress #Douchebaggery	0
645	This is a fearful tweet. Someone get me the hell out of my house before I murder my family. There is only so much I can take #TooMuch	0
646	This is a disgusted tweet. @XXX yes!  i can't wait to watch!  still need to see the woman who throws her bags of poo to the top of the steps.	0
647	This is a disgusted tweet. John Mayer is the fucking man... Period	0
648	"This is a disgusted tweet. ""@XXX: People who are dating have higher levels of sexual satisfaction than married couples"" I beg to differ!! #sorrynofilter"	0
649	This is a fearful tweet. 3 guys in the crease, good eye ref	0
650	This is a disgusted tweet. Beau tastes salty	0
651	"This is a angry tweet. @XXX from your father ""you are the bitchiest bitch."""	0
652	This is a sad tweet. As terrified as I was to come to Switzerland alone I am so glad I did. Hands down the most gorgeous place I've ever seen	0
653	This is a sad tweet. I don't hate the rain. I hate how when it rains everyone complains because they have no one to cuddle with.	0
654	This is a disgusted tweet. The fat gay guy from Modern Family is in the quad. I say that in the least derogatory way possible.	0
655	This is a fearful tweet. Fuck the #82ndairborne. #173rdairborne  all the way hooah!	0
656	"This is a fearful tweet. ""@XXX: @XXX boyyy you wish you were the pimp ( ; keep dreaming hunny (: LOL!"" Gurrrl I'm the boss in the relationship "	0
657	This is a fearful tweet. @XXX  you trying to get drunk or shit faced cause if you play quarters.......... Shit faced lol	0
658	This is a disgusted tweet. Every girl has that one word that she hates and if you her call that word....... She will go batshit crazy.	0
659	"This is a disgusted tweet. ""She was on his dick.. that's just. Gross!"" @XXX"	0
660	This is a joyful tweet. @XXX Only if you and @XXX are here to buy drinks. #broke	0
661	This is a disgusted tweet. Mila kunis' first kiss was with ashton kutcher on that 70s show when she was 14 and now she's 31 having his baby tell me that's not goals	0
662	This is a angry tweet. CAN EVERYONE SHUT UP ABOUT WHOEVER JENNER. LIKE WHO CARES. PEOPLE GET GENDER CHANGES ALL THE DANG TIME.	0
663	"This is a disgusted tweet. I like how #IfIWasWhite is trending and people have so many wonderful things to say about whites. Yet we're the ""racist ones"". Coolio."	0
664	This is a fearful tweet. @XXX what's your number	0
665	This is a joyful tweet. Dear Husband, please come home and give me a hug. You can go back to Haiti tomorrow, I promise. I just want you here tonight.	0
666	This is a angry tweet. @XXX next time I see u I'm getting you white girl wasted lol	0
667	This is a fearful tweet. Just left my money at the cash point and some nice guy runs up to give me it.. Am I a retard??	0
668	This is a fearful tweet. Sometimes you put walls up not to keep people out, but to see who cares enough to break them down. Only a true friend!	0
669	This is a angry tweet. @XXX Not a fan of Brownback, but he actually vetoed the bill, then it was overturned by legislators so it's the legislatures fault. 	0
670	This is a surprised tweet. I have seen people do horrible shit my whole life, why does it still surprise me how horrible people can be?	0
671	This is a disgusted tweet. Finna get a shag	0
672	This is a fearful tweet. Note to self : refrain from jumping over metal spikes when intoxicated. Bruises aren't pretty	0
673	"This is a joyful tweet. Caits idea to help me from freaking out while i get my tattoo: ""i'll bring my mini dvd player and you can watch camp rock!"" lol @XXX"	0
674	This is a joyful tweet. Sometimes I push people away to see if I'm worth fighting for. In this case, I'm left disappointed.	0
675	This is a joyful tweet. @XXX I know, he makes heed look small.  Thanks buddy	0
676	This is a disgusted tweet. That awkward moment when the girl you shit talk in class regularly winks at you and your face is one of pure disgust #gross	0
677	This is a angry tweet. True Life: I'm hungover as fuck and work a 12 hour shift today.	0
678	"This is a angry tweet. ""Lets get fucked up. And I don't mean ""tipsy"" fucked up, I mean ""wake up in the middle of a field"" fucked up""me and @XXX this weekend"	0
679	This is a fearful tweet. this place reminds me of Santa's workshop, except it smells like mushrooms and everyone looks like they want to hurt me.	0
680	This is a disgusted tweet. Bathrooms smell like piss at the Fat Toad @XXX	0
681	This is a angry tweet. So, someone threatened to shoot up the rec today. #ComeAtMeBro	0
682	This is a sad tweet. @XXX shit sorry	0
683	This is a disgusted tweet. Why was there 4 right answers to every single problem on that marketing test? @XXX you know what I mean. #bombed	0
684	This is a angry tweet. @XXX yeah cuz you're a bitch when you're a girl, bitch.	0
685	"This is a fearful tweet. I'm like lets do something horrible and Alex is over here like ""your dad is gonna  kill both of us you shouldn't even be drinking"""	0
686	This is a fearful tweet. @XXX what room number are you	0
687	This is a disgusted tweet. @XXX are the real ones better? I hate pious assholes that act like they are superior even if they are only christian for status.	0
688	"This is a fearful tweet. Ian: ""Should I get a snapchat? Nah, I'll get too many nudes.""  The confidence is strong with this one"	0
689	This is a sad tweet. The things ill do for money.. Workin 60+ hr weeks for a company that's giving you less than 3 months before doors close. Smh #makesnosense	0
690	This is a sad tweet. @XXX Lol I love and miss your hooker ass !	0
691	This is a fearful tweet. @XXX haha yeah of course he had hearing aids and needed a cane to walk. Get outta here gramps!	0
692	This is a sad tweet. I JUST SAW THE MOST ATTRACTIVE BLONDE GAL AND LOOKED AT THE LICENSE PLATE... GTG MOVING TO TEXAS #InAwe	0
693	This is a sad tweet. Hopefully I'll be super dark by prom. I mean straight up mexican dark like my cuz.	0
694	This is a sad tweet. Is anyone else bored as fuck and looking for someone to Skype with? #foreveralone	0
695	This is a fearful tweet. Is anyone on campus and willing to take me home so I don't have to walk alone in the cold, dark darkness? 	0
696	This is a fearful tweet. You wanna be my school teacher? Oh I'm not qualified I work for the IRS	0
697	This is a joyful tweet. I think international women's basketball is the hardest thing in the Olympics to watch	0
698	"This is a disgusted tweet. The girl next to me in the long line for the women's restroom: ""I wish I had a penis...you know, in a not weird way."""	0
699	This is a disgusted tweet. Why I wasted my time on you, I will never know. You're the biggest piece of shit.	0
700	This is a disgusted tweet. @XXX hah what about a shemale?	0
701	This is a joyful tweet. Great fricken night! TILL THE BREAK OF DAWN BITCHES!! @XXX @XXX	0
702	This is a angry tweet. Anger tweet: if you don't know me, you probably shouldn't tell on me for stupid shit. You don't know my reasoning behind things. F you.	0
703	This is a sad tweet. I'm sure you have wonderful employees @XXX: doesn't change the fact that your service still sucks. #ForeverAndAlways	0
704	"This is a fearful tweet. These days, your ""friends"" are the ones you gotta watch. Your ""man"" ain't shit but a liar who's fucking with those same ""friends""."	0
705	"This is a fearful tweet. ""These times of ignorance God overlooked, but now commands all men everywhere to repent, because He has appointed a day on which He will..."	0
706	This is a disgusted tweet. Next time pleast look before you pull out... #idiot	0
707	This is a disgusted tweet. @XXX throw in a dip have a drink and call it a day!	0
708	This is a joyful tweet. Mary was blessed among women b/c she bore the Messiah. We Christians are infinitely blessed among all people b/c the Messiah dwells w/in us!	0
709	This is a angry tweet. Sick of seeing how everyone else has no school tomorrow, I mean shit, I had to make my way to class through a fucking tundra. #SHIT	0
710	This is a joyful tweet. I wish that I could suck all the fat diks cuz all the fat diks they like that good clit I wish that suck all the fat diks all the fat diks	0
711	This is a joyful tweet. Glad I Got Out Of My Fucking Small Ass Hometown For Many Many Reasons.	0
712	This is a joyful tweet. But it's also hump day! So get your humping peeps	0
713	"This is a fearful tweet. ""What if she doesn't make it into medical school?"" ""Then they'll her to start calling her LaQueesha again."" @XXX #DocMcstuffins"	0
714	This is a joyful tweet. Mama always told me that I should play nice, she didn't know you when she gave me that advice.	0
715	This is a sad tweet. Last day of summer school. Remind me to never take an economics class with a Chinese teacher ever again	0
716	This is a fearful tweet. I swear if I'm sick for this weekend, ima hurt someone	0
717	This is a joyful tweet. Is it bad that I'm drinking wine straight from the bottle waiting for my 15 yr old sis to get home from her date cuz hr love life is better?	0
718	This is a joyful tweet. Hoes These days be built like them blue bitches from the Proud Family	0
719	"This is a disgusted tweet. ""Yeah maybe I was bicurious my junior year in high school, now I'm bifurious"" lololol @XXX"	0
720	This is a joyful tweet. beautiful time with God as i see a prime example of God's work as we drive through the Cumberland Gap. I needed this.	0
721	This is a joyful tweet. Theres no need to be jealous of my sexy hair. Haters gonna hate @XXX	0
722	This is a disgusted tweet. @XXX atleast I don't have a vagina...?	0
723	This is a disgusted tweet. I'm the reason he has people that dislike him, its not his fault that he knows what he's doing.	0
724	"This is a fearful tweet. ""@XXX: I've played so many scenarios in my head, one minute I'm in love with you the next you're dead...like Idk man"""	0
725	This is a sad tweet. Popular kids had boyfriends in high school, nonpopular kids get boyfriends in college. I was in between aka got the shaft #mylife &gt;&gt;	0
726	This is a disgusted tweet. Just remember. you're someone's reason to masturbate. @XXX	0
727	This is a surprised tweet. @XXX drinking song this weekend?!?!	0
728	This is a joyful tweet. So sad to see my grandma at her end, but to know she's no longer in pain is all I'm happy about. Glad to see all my dad's fam together tho	0
729	This is a fearful tweet. @XXX bro tried printing that thing and my printer was doin sum dumb shit for real b... Come over tomorrow call me first	0
730	This is a disgusted tweet. Nvm just found bout to make 2 bills to sit here and do nothing ImStraighttttt (Bill&Ted voice)	0
731	This is a disgusted tweet. The pope has haters.	0
732	This is a fearful tweet. The only reason I'm still at your house is because if i leave you'll shut my phone off for good. I hate living here.	0
733	This is a disgusted tweet. I look like a homeless meth tweaker right now but I just don't care yo	0
734	This is a joyful tweet. Broke my probation had a good time	0
735	This is a disgusted tweet. Fuck these backpackers  #Gambino	0
736	"This is a disgusted tweet. ""@XXX: My fave PLL is definitely @XXX "" Paige is a lesbian when she's drunk"	0
737	This is a angry tweet. But he knows the rules and broke them. He's a spoiled brat with a temper problem. I had plenty of those issues in college, but no heisman.	0
738	"This is a fearful tweet. First thing my parents ask me when I get home is ""are you tired?""  Me-""yes"" Them- ""you look like it, or are you stoned"" #really come on now"	0
739	This is a joyful tweet. Happy Birthday to my son, @XXX that I used to sing Hannah Montana to every night. Have a great day! Love and miss you. 	0
740	This is a surprised tweet. You know you're off to a bad start when 50% of your team is white. Looking at you emporia state.	0
741	This is a disgusted tweet. Toke till ya choke! #highlife	0
742	This is a joyful tweet. Happy birthday ya slut bag @XXX	0
743	This is a surprised tweet. The first time there were two black Senators at the same time was Jan. 30, 2013.	0
744	This is a joyful tweet. Going to worlds of fun with Niggers rn @XXX @XXX	0
745	This is a joyful tweet. Currently hating life but hey I get to make French toast for my love tomorrow morning so it's all good	0
746	This is a joyful tweet. @XXX Or just do what my wife and I did and NOT be stuck up wackos.... :-) Clean and simple.	0
747	"This is a fearful tweet. @XXX idk if you ever seen menace to society...but ""you know done f*ck up right"""	0
748	This is a joyful tweet. @XXX at all cost. Math class was a living hell for that nigga	0
749	This is a disgusted tweet. @XXX that cat is an asshole.	0
750	"This is a joyful tweet. ""@XXX: Chocolate can help fight against depression, high blood pressure, tumors and pre-menstrual syndromes."" @XXX"	0
751	"This is a disgusted tweet. ""@XXX: easy bake ovens, teaching little girls their place in life since 1963"" lol"	0
752	This is a disgusted tweet. @XXX @XXX @XXX I am so hiding a bag of shit in your room	0
753	This is a angry tweet. I don't have time to listen to a two hour guilt trip or her trying to steer my oldest child away from Catholicism. Not. In. The. Mood.	0
754	This is a angry tweet. Politicians r always talking about our forefathers, but if they saw the restrictions put on cannabis they would be very irate #legalize	0
755	This is a disgusted tweet. Best thing about having @XXX as a room mate -- she steals salsa bowls from restaurants. #clepto #salsafordays	0
756	This is a disgusted tweet. @XXX that's gay yo	0
757	This is a joyful tweet. Yes @XXX I am. And @XXX I miss you too #zebra triplet! We will get together after SB and I'll tell her to!	0
758	This is a sad tweet. @XXX your creating a monster. Your poor mother is gonna have the only child in the third grade that knows how to shotgun a beer!	0
759	This is a joyful tweet. First things first, I love all my niggas. Can't fit all your names but you know who you are.	0
760	This is a joyful tweet. You can only do so much before you give zero fucks!! Tired of your shit...leave me alone!!! #trashbag	0
761	"This is a disgusted tweet. ""People who work out have ugly faces so they have to work out to have something attractive about them"" a theory from a little birdie "	0
762	"This is a disgusted tweet. Some things you can only say to your best friend. Such as ""Can you check my butt when I walk away?"" VPL is a real thing, people. @XXX"	0
763	This is a disgusted tweet. I wonder if the world is ready to start naming kids Adolph again. That was a perfectly fine German name before that one asshole came along.	0
764	This is a joyful tweet. Didn't go to school today. Not going to school tomorrow. I'm enjoying my long weekend and my birthday/thanksgiving on Thursday.	0
765	This is a joyful tweet. I wanna find a man like Paul Walker and some of the characters he's played.	0
766	This is a disgusted tweet. MALE 16 SINGLE WRIGHT CITY, MO	0
767	This is a joyful tweet. @XXX haha, yeah. Because as a guy I can confirm a big ass will help me be a better man in all aspects. And push me to my goals.	0
768	This is a joyful tweet. @XXX Yeah, but I mean how hard could that be?  Especially when most administrative stuff is done at a conference level.	0
769	This is a sad tweet. Barton where you can be an athlete, alcoholic, druggy, and a hoe all at the same time #BartonProbs	0
770	This is a disgusted tweet. This confessions account is literally gonna start bitch fights	0
771	"This is a disgusted tweet. ""@XXX: Saltalamacchia shit on that #Redsox"" easy cowgirl"	0
772	This is a disgusted tweet. Day trip to the burg for lesson 25 #suckittrenton	0
773	This is a sad tweet. @XXX just in the charleston-ish area. I can't afford to go anywhere else right meow :( unless an employer pays for the move haha	0
774	This is a disgusted tweet. What's BAF mean?? When I see BAF I think bad ass f****r! ~Breana Mogle~	0
775	This is a fearful tweet. @XXX frig u	0
776	This is a angry tweet. My life would be so much better if you just never spoke another word. You are just to dumb to handle like seriously stop	0
777	This is a sad tweet. @XXX you probably get great looks lol	0
778	"This is a sad tweet. ""@XXX: UGH!  I feel like screaming at the top of my lungs!!!    #sadface #backtodayone"" sad face indeed! #badday"	0
779	This is a disgusted tweet. Sorry ma and pa but tattoo number two is happening.	0
